Email,Full name,Age,Gender,Low-So,Medical Condition,How often do you consume outside food?,Do you monitor salt intake?,Have you used any smart spoon?,Are you willing to try one?,Would you recommend it?,How important is taste in your meals?,What feature would you prefer?,Do you use any suggestions for reducing salt?,Any suggestions/comments?,Salt1,Salt2,Salt3,Salt4,Salt5,Salt6,Salt7,Salt8,Salt9,Salt10
mary81@gilbert-young.com,Thomas Stone,48,Male,No,No,Weekly,Always,No,No,No,Not Important,Mobile App,Yes,Threat class attack summer before boy interest perhaps.,Too Bland,Perfect,1/4 tsp,Perfect,Too Bland,Too Bland,1/4 tsp,Too Salty,Too Bland,N/A
michelle77@yahoo.com,Christopher Pierce,54,Other,No,No,Daily,Always,Maybe,Maybe,Maybe,Very Important,Mobile App,Yes,Skill positive door strong opportunity involve.,N/A,Too Salty,N/A,1/2 tsp,N/A,1/4 tsp,Too Salty,Perfect,Too Bland,Too Bland
eric11@hotmail.com,Calvin Davis,55,Male,No,Yes,Monthly,Always,No,Maybe,No,Important,Voice Control,Yes,Feeling anything enjoy thus accept never baby.,Perfect,1/2 tsp,1/2 tsp,Too Salty,Perfect,Perfect,Too Bland,Perfect,Too Bland,Too Salty
gmartinez@cook.info,Paula Gamble,20,Male,No,No,Rarely,Always,No,Maybe,Yes,Not Important,Mobile App,No,Worker minute since real clearly.,1/4 tsp,Too Bland,1/2 tsp,1/2 tsp,Too Salty,Perfect,Too Salty,N/A,N/A,More than 1 tsp
alexander42@hotmail.com,Yolanda Gill,44,Other,Yes,No,Daily,Never,Yes,Yes,No,Not Important,Automated,No,List while right help experience major impact east other.,Perfect,More than 1 tsp,More than 1 tsp,1/4 tsp,N/A,N/A,1/2 tsp,1/2 tsp,Too Bland,More than 1 tsp
nwilson@perry.com,Matthew Martinez,34,Male,Yes,No,Weekly,Always,Yes,Yes,Maybe,Neutral,Adjustable,Yes,Agent analysis party step state situation give could indeed late director.,More than 1 tsp,More than 1 tsp,1/2 tsp,Too Salty,1/2 tsp,Too Salty,1/2 tsp,More than 1 tsp,Too Salty,N/A
bruce99@berry-sanchez.com,Derek Massey,54,Female,Yes,No,Not applicable,Sometimes,Maybe,No,No,Not Important,Adjustable,Yes,Type me brother Congress main this wind focus rich.,Too Salty,1/4 tsp,1/4 tsp,1/4 tsp,1/4 tsp,N/A,N/A,Too Salty,N/A,Too Salty
yberger@hotmail.com,Molly Riddle,61,Male,No,Yes,Weekly,Sometimes,Yes,Yes,Yes,Not Important,Simple UI,Yes,Week west admit those court spring.,Too Salty,N/A,Perfect,Perfect,Too Bland,More than 1 tsp,1/2 tsp,Too Salty,Too Bland,1/4 tsp
william91@mitchell-bennett.info,Julia Friedman,20,Other,Yes,Yes,Monthly,Sometimes,Maybe,No,Yes,Important,Mobile App,Yes,Environment all page carry officer need gas actually.,1/2 tsp,1/4 tsp,Too Salty,1/4 tsp,N/A,N/A,Perfect,More than 1 tsp,Perfect,1/2 tsp
barronbryan@yahoo.com,Charles Gibson,28,Female,No,Yes,Monthly,Never,Maybe,No,Yes,Very Important,Mobile App,Yes,One certainly season alone decade between.,N/A,More than 1 tsp,N/A,1/4 tsp,N/A,1/4 tsp,Too Salty,Too Salty,More than 1 tsp,More than 1 tsp
barnettmatthew@gmail.com,Rachael Kelly,57,Other,No,Yes,Not applicable,Never,No,Maybe,No,Very Important,Mobile App,Yes,Employee north would real start begin staff.,Perfect,1/2 tsp,1/2 tsp,Perfect,1/2 tsp,More than 1 tsp,More than 1 tsp,Perfect,1/4 tsp,1/4 tsp
maria59@bailey.info,Allison Barrera,59,Other,No,Yes,Rarely,Always,Maybe,Maybe,Yes,Not Important,Voice Control,No,Price article now find police less.,Perfect,Too Bland,Perfect,1/4 tsp,Too Bland,Perfect,1/4 tsp,1/2 tsp,1/4 tsp,Perfect
nelsonelizabeth@rodriguez.com,Bradley Moore,28,Male,No,No,Not applicable,Always,No,Yes,Yes,Very Important,Adjustable,Yes,Down generation east most.,Too Salty,1/2 tsp,N/A,1/4 tsp,More than 1 tsp,Perfect,Too Salty,1/2 tsp,More than 1 tsp,Too Bland
pgarrett@gmail.com,Charles Palmer,45,Male,Yes,Yes,Weekly,Never,Maybe,Maybe,Yes,Very Important,Automated,Yes,Interview yes story international despite I laugh fast throw happy.,More than 1 tsp,More than 1 tsp,1/2 tsp,More than 1 tsp,1/4 tsp,Too Bland,Too Salty,More than 1 tsp,Too Salty,1/4 tsp
riley23@hotmail.com,Patrick Stanton,62,Other,Yes,No,Weekly,Sometimes,Maybe,Yes,Yes,Important,Voice Control,No,Government seat city prove these item need pressure clear.,Perfect,Too Bland,Too Bland,1/4 tsp,Perfect,Too Salty,More than 1 tsp,Perfect,Too Bland,N/A
oscarlewis@hotmail.com,Gregory Myers,18,Female,No,Yes,Daily,Sometimes,No,Maybe,No,Neutral,Adjustable,No,Week experience general reason.,Too Salty,N/A,1/4 tsp,Too Salty,More than 1 tsp,More than 1 tsp,Too Bland,1/2 tsp,1/4 tsp,1/2 tsp
jennifer80@sosa.com,Maria Carter,31,Male,Yes,No,Not applicable,Never,No,Maybe,Maybe,Neutral,Voice Control,No,Team return agreement smile from indeed but establish.,1/2 tsp,Perfect,More than 1 tsp,Too Salty,Too Bland,Too Bland,More than 1 tsp,Too Salty,N/A,1/4 tsp
jessicabeck@hill.net,Tyler Carter,57,Other,Yes,No,Monthly,Never,No,Yes,Maybe,Neutral,Adjustable,No,Skill child nice fight buy wear interesting leave.,Perfect,Too Salty,Perfect,1/2 tsp,1/4 tsp,N/A,N/A,More than 1 tsp,More than 1 tsp,Too Salty
lmcgee@gmail.com,Mary Bush,56,Other,No,Yes,Daily,Always,Maybe,No,Maybe,Neutral,Voice Control,No,Instead join describe can face message.,Too Salty,1/2 tsp,N/A,Perfect,Perfect,1/2 tsp,1/4 tsp,Too Salty,Too Salty,Too Bland
kingmark@ponce.org,Robert Brown,22,Male,No,Yes,Weekly,Never,Yes,Yes,Maybe,Important,Mobile App,Yes,Nice character activity fly wait east manager call quickly fall.,N/A,Too Salty,N/A,1/2 tsp,Too Bland,Perfect,1/2 tsp,N/A,Too Bland,N/A
deborah49@hotmail.com,David Hernandez,50,Other,No,Yes,Not applicable,Sometimes,No,Yes,Maybe,Neutral,Automated,Yes,Believe American wide total laugh class response.,N/A,More than 1 tsp,1/2 tsp,1/4 tsp,N/A,N/A,N/A,Perfect,Too Salty,Too Bland
timothyjones@melendez.com,Stephen Powell,55,Other,No,Yes,Monthly,Sometimes,No,No,No,Important,Automated,Yes,Current drug four sign listen.,More than 1 tsp,N/A,Too Bland,More than 1 tsp,1/4 tsp,Too Salty,1/4 tsp,Perfect,N/A,1/4 tsp
josephbaker@lynch-murillo.biz,Austin Williams,59,Male,No,No,Monthly,Always,Maybe,Yes,Yes,Very Important,Adjustable,Yes,Thought nothing challenge too almost agency whom fall.,1/4 tsp,Too Salty,Perfect,More than 1 tsp,Too Salty,Too Bland,Too Salty,Perfect,1/4 tsp,Too Salty
tylerperry@hotmail.com,Nathan Montgomery,27,Female,No,Yes,Not applicable,Always,Yes,No,Yes,Not Important,Mobile App,No,Finish education could coach conference expert.,1/2 tsp,Too Bland,1/4 tsp,More than 1 tsp,Perfect,Perfect,1/4 tsp,1/2 tsp,1/4 tsp,More than 1 tsp
james69@yahoo.com,Paul Joyce,44,Other,No,No,Not applicable,Sometimes,No,Yes,Maybe,Important,Adjustable,Yes,Area arrive drop whose hospital mission future.,1/4 tsp,Too Bland,Too Salty,Too Bland,Too Bland,Perfect,Too Bland,N/A,Perfect,Perfect
patricia21@hotmail.com,Arthur Wolf,47,Female,Yes,No,Weekly,Never,No,No,Maybe,Not Important,Simple UI,No,Hospital price usually herself dinner current thank company quite.,1/4 tsp,Too Salty,1/2 tsp,1/4 tsp,Perfect,1/4 tsp,1/4 tsp,Perfect,N/A,Too Salty
tracywilliams@smith.com,John Combs,26,Female,Yes,No,Rarely,Sometimes,Yes,Maybe,Maybe,Very Important,Mobile App,No,Major indicate phone time note matter American good.,1/4 tsp,1/4 tsp,N/A,Perfect,More than 1 tsp,More than 1 tsp,Too Bland,1/2 tsp,1/4 tsp,Too Bland
rebekah17@yahoo.com,Tracy Ruiz,62,Other,No,Yes,Not applicable,Never,No,Maybe,Maybe,Not Important,Voice Control,No,My physical same food writer back upon somebody have Mr.,Too Bland,Too Salty,N/A,N/A,Perfect,N/A,More than 1 tsp,N/A,More than 1 tsp,Too Bland
heatherjohnson@yahoo.com,Katherine Rhodes,30,Male,No,No,Not applicable,Never,Maybe,Yes,Maybe,Neutral,Simple UI,No,Top age pattern billion boy little usually.,Perfect,Perfect,Too Salty,N/A,Too Bland,1/2 tsp,Perfect,Perfect,More than 1 tsp,Perfect
icopeland@gray-phillips.com,Craig Strickland,33,Female,No,No,Rarely,Sometimes,Yes,Maybe,Maybe,Important,Simple UI,No,Four another hundred owner test senior different.,N/A,1/2 tsp,1/4 tsp,N/A,1/4 tsp,Too Bland,Too Bland,Too Bland,N/A,More than 1 tsp
melissaclark@lopez.com,Brian Adams,18,Other,No,No,Daily,Sometimes,Maybe,No,Maybe,Neutral,Mobile App,Yes,Campaign necessary impact while decide.,Too Bland,More than 1 tsp,1/4 tsp,1/2 tsp,Perfect,1/2 tsp,N/A,Too Salty,More than 1 tsp,1/4 tsp
inguyen@gmail.com,Diane Mendez,43,Other,Yes,Yes,Daily,Sometimes,No,Maybe,No,Very Important,Adjustable,No,Include father his forward.,Too Bland,Perfect,1/4 tsp,More than 1 tsp,More than 1 tsp,Too Salty,1/2 tsp,Too Salty,N/A,1/2 tsp
jeffreyphelps@castillo-berg.com,Jordan Moore,52,Female,No,Yes,Not applicable,Sometimes,Yes,Maybe,Maybe,Important,Simple UI,Yes,Bar hotel moment agency by win case.,Too Salty,Too Bland,Perfect,More than 1 tsp,1/2 tsp,More than 1 tsp,Perfect,1/4 tsp,Too Salty,More than 1 tsp
bishopmargaret@reeves.com,Morgan Torres,61,Female,No,Yes,Monthly,Always,Yes,Yes,No,Important,Automated,Yes,Worker push itself strategy fund.,1/4 tsp,N/A,More than 1 tsp,More than 1 tsp,Too Bland,More than 1 tsp,Perfect,1/2 tsp,1/4 tsp,More than 1 tsp
johnsmith@ramirez.com,Mr. Rodney Green DVM,51,Female,No,Yes,Not applicable,Sometimes,Maybe,Maybe,Maybe,Not Important,Adjustable,Yes,Short game born south often exactly experience.,Perfect,1/4 tsp,1/4 tsp,Perfect,1/4 tsp,1/2 tsp,Too Salty,Too Bland,Perfect,Too Bland
stonejeff@yahoo.com,Sherry Gutierrez,51,Male,No,No,Rarely,Never,Maybe,Yes,Yes,Not Important,Voice Control,Yes,Eye carry begin support player can second officer.,N/A,Too Bland,Perfect,Perfect,1/4 tsp,Too Bland,1/4 tsp,1/2 tsp,Perfect,1/2 tsp
john51@gmail.com,Dawn Krause,51,Female,No,No,Monthly,Never,Yes,No,No,Neutral,Adjustable,No,Natural marriage sport outside including standard military report world.,1/4 tsp,Perfect,Perfect,More than 1 tsp,Too Bland,Too Bland,Too Bland,1/2 tsp,1/4 tsp,More than 1 tsp
murphylisa@yahoo.com,Norman Meyers,23,Other,Yes,No,Rarely,Always,No,No,No,Important,Voice Control,No,Continue into far tonight live yet way trouble through follow.,Too Bland,Perfect,More than 1 tsp,N/A,1/2 tsp,1/4 tsp,More than 1 tsp,1/4 tsp,1/2 tsp,Perfect
josephdurham@holden.com,Steven Deleon,24,Other,No,Yes,Monthly,Always,No,Yes,Yes,Very Important,Adjustable,No,Upon we news main little discuss expect.,1/2 tsp,More than 1 tsp,Too Bland,N/A,N/A,Perfect,Too Salty,1/2 tsp,More than 1 tsp,Too Bland
emyers@hotmail.com,Calvin Gomez,50,Other,No,Yes,Daily,Never,No,Maybe,No,Important,Simple UI,No,Find good travel ability country peace full laugh knowledge.,N/A,Too Salty,1/4 tsp,Too Salty,Perfect,Perfect,N/A,Perfect,Perfect,More than 1 tsp
marcia87@hotmail.com,Jerry Ali,29,Other,No,No,Rarely,Always,Yes,Yes,Yes,Important,Mobile App,Yes,Unit one bag brother outside all final less south stuff.,More than 1 tsp,More than 1 tsp,1/4 tsp,1/2 tsp,N/A,Too Salty,Too Salty,Too Salty,More than 1 tsp,Too Bland
bramirez@potter.com,Linda Mosley,39,Female,Yes,No,Rarely,Sometimes,No,Yes,Yes,Important,Voice Control,Yes,Everything society Mrs red better tell space benefit.,Too Bland,Too Bland,More than 1 tsp,1/2 tsp,Perfect,1/4 tsp,N/A,1/2 tsp,1/4 tsp,1/4 tsp
dzamora@yahoo.com,Shelly Lam,65,Female,No,No,Monthly,Always,Yes,No,Yes,Important,Adjustable,No,Foreign data both season letter she.,Perfect,1/4 tsp,1/2 tsp,More than 1 tsp,Perfect,N/A,Perfect,More than 1 tsp,Too Bland,1/4 tsp
suzanne15@mckinney-garcia.com,Sarah Collins,44,Female,No,Yes,Rarely,Never,Yes,Yes,Yes,Important,Adjustable,Yes,Others reality ahead result speech nearly.,1/4 tsp,N/A,Perfect,Perfect,Perfect,Too Salty,Perfect,Too Bland,More than 1 tsp,Too Bland
jerry08@kim-wright.biz,Christopher Schwartz,29,Other,Yes,Yes,Monthly,Always,Yes,Yes,No,Neutral,Simple UI,No,Artist where trouble health explain.,1/2 tsp,1/2 tsp,1/4 tsp,More than 1 tsp,1/4 tsp,1/4 tsp,N/A,Too Salty,N/A,N/A
millertiffany@gibson.com,Richard Hill,43,Female,Yes,Yes,Daily,Never,Maybe,No,Maybe,Not Important,Mobile App,Yes,Fear recently around building want century.,1/4 tsp,1/2 tsp,More than 1 tsp,N/A,1/4 tsp,Too Bland,N/A,Too Salty,Perfect,Too Salty
andreapope@morris.info,Jody Brown,58,Other,No,No,Not applicable,Sometimes,Maybe,No,Maybe,Very Important,Automated,Yes,Same entire pattern right service fast building deep owner.,Perfect,More than 1 tsp,1/2 tsp,1/2 tsp,More than 1 tsp,N/A,Too Bland,Too Salty,Too Bland,1/2 tsp
wesparza@cooper-rogers.com,Jack Smith,24,Other,No,Yes,Rarely,Never,Maybe,Maybe,No,Important,Adjustable,No,Budget wonder peace something sense reveal trouble stock sense.,Too Salty,N/A,N/A,Too Bland,1/4 tsp,1/2 tsp,Perfect,More than 1 tsp,Too Bland,More than 1 tsp
xlambert@cook-willis.com,Mark Winters,59,Male,Yes,No,Rarely,Always,Maybe,Maybe,Yes,Not Important,Automated,No,Stage they various although technology certainly drug strong.,More than 1 tsp,N/A,1/2 tsp,Too Salty,Too Salty,Too Salty,More than 1 tsp,Perfect,1/4 tsp,Perfect
jonesjeffery@gmail.com,Curtis Salazar,64,Other,Yes,No,Rarely,Never,No,No,Maybe,Neutral,Automated,Yes,Over material general among store floor around bring.,1/4 tsp,Too Bland,More than 1 tsp,More than 1 tsp,More than 1 tsp,More than 1 tsp,More than 1 tsp,1/2 tsp,Too Bland,Too Bland
marshchad@yahoo.com,Kimberly Miller,62,Female,No,No,Monthly,Sometimes,Maybe,Maybe,Yes,Not Important,Automated,No,Door marriage rule generation catch low page animal.,Too Bland,N/A,Perfect,1/2 tsp,N/A,Too Salty,1/4 tsp,Too Salty,1/2 tsp,Too Salty
qbennett@yahoo.com,Kimberly Chandler,48,Female,Yes,No,Not applicable,Always,No,Maybe,No,Important,Adjustable,No,Because eye area catch.,1/4 tsp,1/2 tsp,1/2 tsp,N/A,Too Bland,N/A,N/A,Too Salty,Perfect,1/2 tsp
jmyers@gmail.com,James Hudson,36,Male,Yes,No,Daily,Sometimes,Maybe,Maybe,Maybe,Not Important,Voice Control,Yes,Animal treat want collection add even member relationship.,Too Bland,Perfect,1/4 tsp,Too Salty,Too Bland,More than 1 tsp,More than 1 tsp,Perfect,Too Bland,Too Bland
khayden@stephenson.com,Lydia Harrell,28,Other,Yes,Yes,Not applicable,Never,No,No,Yes,Neutral,Simple UI,No,West anything option though save.,1/2 tsp,More than 1 tsp,1/2 tsp,N/A,Too Salty,Too Bland,More than 1 tsp,Perfect,1/4 tsp,N/A
karensullivan@hotmail.com,Susan Daugherty,27,Female,Yes,Yes,Daily,Sometimes,No,Maybe,Yes,Important,Adjustable,Yes,Foot site close move finally.,Too Salty,Too Salty,Perfect,1/4 tsp,Perfect,Perfect,More than 1 tsp,Too Salty,More than 1 tsp,N/A
hbennett@hotmail.com,Christopher Garcia,27,Female,Yes,No,Monthly,Sometimes,Yes,Yes,Yes,Very Important,Automated,No,Music answer fact yes those until.,Perfect,Too Bland,N/A,Too Salty,1/2 tsp,N/A,Too Bland,1/4 tsp,More than 1 tsp,More than 1 tsp
sanchezbrittany@hotmail.com,Austin Ramsey,24,Other,Yes,No,Rarely,Never,Yes,Yes,Maybe,Important,Automated,No,Consider analysis form easy that into themselves whether skill response true.,Perfect,1/4 tsp,1/2 tsp,1/2 tsp,Too Salty,1/4 tsp,Perfect,1/2 tsp,Perfect,Too Salty
eddie87@hotmail.com,Sara Rios,19,Other,Yes,Yes,Not applicable,Never,Yes,No,Maybe,Not Important,Simple UI,Yes,Next pressure voice decade such sing knowledge Mrs.,More than 1 tsp,N/A,Too Bland,Too Bland,1/4 tsp,Too Salty,Perfect,Too Salty,N/A,Perfect
gstanley@fletcher.com,Chris Marquez,43,Male,No,Yes,Rarely,Always,Yes,Maybe,No,Important,Automated,Yes,Evening process five card suffer thank writer wall whom especially.,1/4 tsp,Too Salty,Too Bland,Too Salty,N/A,1/4 tsp,N/A,1/4 tsp,Perfect,Too Bland
uramirez@greene.com,Jason Thomas,22,Male,Yes,No,Not applicable,Never,No,Yes,No,Important,Voice Control,No,Pay heavy participant service might.,1/4 tsp,Too Salty,Too Salty,1/2 tsp,Perfect,1/2 tsp,Too Salty,Too Bland,Too Salty,Perfect
wneal@greene.com,Jeremiah Jones,50,Other,Yes,No,Not applicable,Never,Maybe,Yes,Yes,Important,Automated,Yes,Evidence cold order alone cup wind truth.,Perfect,N/A,Too Salty,Too Bland,Perfect,Too Bland,Perfect,More than 1 tsp,Too Bland,1/4 tsp
nancyprice@gmail.com,Wendy Roberts,21,Male,Yes,Yes,Not applicable,Sometimes,Yes,Yes,Maybe,Important,Voice Control,Yes,From decision language successful foot public little finally.,Too Bland,More than 1 tsp,Too Salty,Too Salty,Too Bland,1/2 tsp,1/4 tsp,1/2 tsp,1/4 tsp,1/2 tsp
eharris@hotmail.com,Samuel Lopez,37,Male,No,Yes,Rarely,Sometimes,Maybe,Yes,Maybe,Very Important,Automated,No,Green friend black church figure.,More than 1 tsp,More than 1 tsp,Too Bland,More than 1 tsp,1/4 tsp,N/A,Too Salty,More than 1 tsp,1/4 tsp,More than 1 tsp
wbrown@yahoo.com,Walter Carr,65,Female,Yes,No,Not applicable,Never,No,No,Maybe,Very Important,Automated,Yes,Make during site environment language yet material middle.,More than 1 tsp,More than 1 tsp,1/2 tsp,1/4 tsp,Perfect,Perfect,1/2 tsp,1/4 tsp,Too Bland,Too Salty
melissajames@durham-barker.info,Jennifer Johnson,64,Male,No,Yes,Weekly,Always,No,Yes,No,Important,Simple UI,Yes,Hour chair sure yes even coach tax stop.,Perfect,1/4 tsp,Perfect,Perfect,N/A,Too Bland,Too Salty,N/A,N/A,Too Salty
ewingmary@gmail.com,Joseph Spencer,19,Female,No,Yes,Monthly,Sometimes,No,Yes,Maybe,Very Important,Automated,No,Others reality late information part where nothing war senior father.,More than 1 tsp,Perfect,More than 1 tsp,Too Salty,1/4 tsp,Too Salty,Too Bland,1/4 tsp,Too Salty,Too Bland
nicole62@gmail.com,Alexis Stevenson,22,Female,No,Yes,Not applicable,Always,Maybe,Yes,Maybe,Not Important,Voice Control,Yes,Teach smile staff agreement society magazine bank sport.,Too Bland,Too Salty,N/A,1/2 tsp,1/2 tsp,1/4 tsp,N/A,1/2 tsp,More than 1 tsp,N/A
alexanderanthony@yahoo.com,Kimberly Francis,55,Female,No,No,Not applicable,Always,No,Yes,No,Not Important,Mobile App,No,Art be least believe off turn might eight current anything he.,1/2 tsp,1/4 tsp,N/A,More than 1 tsp,1/4 tsp,More than 1 tsp,Perfect,N/A,Perfect,Perfect
jjames@gmail.com,Ashlee Smith,32,Other,No,No,Monthly,Never,Yes,No,Maybe,Neutral,Automated,Yes,Forget report four particularly put successful range information believe issue.,Too Salty,N/A,1/2 tsp,1/2 tsp,1/4 tsp,More than 1 tsp,N/A,Perfect,Too Bland,More than 1 tsp
christopher73@gmail.com,Tina Fernandez,59,Female,No,No,Monthly,Sometimes,Yes,No,Yes,Neutral,Voice Control,No,Enjoy water investment statement bad exactly religious his.,1/2 tsp,Perfect,More than 1 tsp,More than 1 tsp,1/2 tsp,More than 1 tsp,More than 1 tsp,1/4 tsp,1/2 tsp,1/4 tsp
grimesryan@smith.biz,Dale Thomas,40,Female,Yes,No,Not applicable,Sometimes,Maybe,Yes,No,Not Important,Voice Control,No,Science offer save compare language see purpose store.,N/A,Too Salty,1/4 tsp,1/4 tsp,Too Salty,N/A,More than 1 tsp,Too Salty,1/4 tsp,Too Bland
jefferykennedy@yahoo.com,William Winters,64,Male,No,Yes,Daily,Never,Maybe,No,No,Not Important,Mobile App,Yes,Son glass race arrive maintain new process door police.,1/4 tsp,Too Salty,Perfect,1/2 tsp,N/A,Too Bland,N/A,1/4 tsp,N/A,Too Bland
uatkins@hotmail.com,Barbara Porter,35,Other,No,No,Daily,Sometimes,No,Maybe,Yes,Neutral,Voice Control,Yes,Sell direction close expert ground particular strong great.,1/4 tsp,1/4 tsp,1/2 tsp,Too Bland,1/4 tsp,Too Salty,Too Bland,N/A,Too Salty,Perfect
angela13@simmons-rojas.com,Jason Davidson,34,Other,No,No,Monthly,Always,Maybe,Yes,Maybe,Neutral,Mobile App,Yes,Gas course identify note.,1/4 tsp,Too Bland,More than 1 tsp,More than 1 tsp,Too Salty,Too Bland,N/A,Too Salty,1/4 tsp,Perfect
jonathan91@mayo-smith.org,Jeremy Henry,51,Male,Yes,No,Weekly,Never,Maybe,Yes,Yes,Important,Mobile App,Yes,Front add firm size benefit.,Too Bland,N/A,N/A,Too Bland,Too Salty,1/4 tsp,Perfect,Too Salty,Too Bland,1/2 tsp
camachogary@hotmail.com,Angela Moon,34,Other,No,Yes,Not applicable,Never,Maybe,No,Yes,Important,Automated,Yes,Pass past politics song outside join require plant describe sure.,Too Salty,1/4 tsp,1/2 tsp,1/2 tsp,More than 1 tsp,Perfect,Perfect,1/2 tsp,More than 1 tsp,Too Bland
kcooper@flowers.biz,Brian Norris,48,Other,No,No,Daily,Sometimes,No,Maybe,Yes,Important,Voice Control,No,Population size clear seven interest hair seem lot develop.,More than 1 tsp,1/2 tsp,Too Salty,More than 1 tsp,More than 1 tsp,More than 1 tsp,More than 1 tsp,1/4 tsp,Too Bland,1/2 tsp
chelsea00@gmail.com,Katie Perry,34,Other,No,No,Weekly,Never,Yes,Yes,No,Neutral,Simple UI,Yes,Kitchen remain feel sometimes factor not none key.,1/2 tsp,Perfect,Too Bland,1/2 tsp,1/2 tsp,1/4 tsp,More than 1 tsp,Too Salty,N/A,Too Bland
powellbrian@robinson.biz,David White,61,Other,Yes,Yes,Weekly,Always,Maybe,No,No,Important,Adjustable,Yes,Position mean administration specific type movie provide still.,1/4 tsp,Too Salty,1/4 tsp,1/4 tsp,1/2 tsp,Too Bland,1/4 tsp,More than 1 tsp,1/4 tsp,N/A
joseph87@yahoo.com,Jocelyn Salazar,28,Female,Yes,Yes,Weekly,Sometimes,Yes,No,No,Important,Adjustable,No,System five use power court.,Too Salty,N/A,More than 1 tsp,Too Salty,Perfect,N/A,More than 1 tsp,N/A,1/2 tsp,Too Salty
rebecca48@edwards-horton.com,Anna Smith,65,Female,Yes,No,Monthly,Never,No,Yes,Yes,Very Important,Automated,Yes,Positive write third one direction painting describe nor own.,1/4 tsp,1/4 tsp,Too Salty,N/A,1/2 tsp,Too Salty,1/4 tsp,Too Salty,More than 1 tsp,Too Bland
rthomas@stone.org,Sara Stevens,58,Other,Yes,No,Not applicable,Always,No,Yes,No,Neutral,Automated,No,Various according effect management ten front sure.,Perfect,More than 1 tsp,Perfect,More than 1 tsp,1/4 tsp,1/2 tsp,N/A,Perfect,More than 1 tsp,N/A
dylan88@gmail.com,Christopher Jones,20,Male,No,No,Not applicable,Never,Maybe,Maybe,No,Important,Voice Control,No,Home modern tough after then water worry live.,1/4 tsp,N/A,More than 1 tsp,N/A,1/2 tsp,N/A,More than 1 tsp,Too Salty,Too Salty,Too Salty
wilsonerin@avery.com,Sheena Huff,29,Female,Yes,No,Daily,Always,Yes,Yes,Yes,Very Important,Voice Control,No,Adult wear while study decade two finish above note I.,Too Bland,1/4 tsp,N/A,Too Bland,More than 1 tsp,1/4 tsp,Perfect,1/4 tsp,Too Salty,Too Salty
petergraves@yahoo.com,Carrie Cunningham,43,Female,No,No,Not applicable,Never,Yes,Maybe,No,Important,Mobile App,No,Role still interest focus final raise continue.,Too Salty,1/4 tsp,1/2 tsp,1/4 tsp,Perfect,Too Salty,1/2 tsp,1/4 tsp,1/2 tsp,1/4 tsp
garciadonna@hotmail.com,John Brown,29,Female,No,Yes,Monthly,Sometimes,No,No,Maybe,Important,Voice Control,No,Military your piece great price bed fish national scene political.,Perfect,N/A,Too Bland,N/A,1/4 tsp,Too Bland,Too Salty,1/2 tsp,Too Bland,Too Salty
